"Name","Location","FunctionSignature","FunctionSize"
"InitialiseStatic","1002a4b0","void InitialiseStatic(void)","234"
"GetPreferredSize","1002a5a0","bool GetPreferredSize(TGUITextComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, short param_4\, short param_5)","70"
"TGUITextComponent","1002a5f0","undefined TGUITextComponent(TGUITextComponent * this\, TGUITextComponent * param_1)","55"
"Paint","1002a630","void Paint(TGUITextComponent * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3\, TGUIComponentCache * param_4)","110"
"BuildCache","1002a6a0","TGUIFormattedText * BuildCache(TGUITextComponent * this\, PPropertyValue * param_1\, TGUIRectangle * param_2)","104"
"DestroyCache","1002a790","void DestroyCache(TGUITextComponent * this\, void * param_1)","163"
"Clone","1002a840","TGUITextComponent * Clone(TGUITextComponent * this)","38"
"~TGUITextComponent","1002a870","void ~TGUITextComponent(TGUITextComponent * this)","26"
"TGUITextComponent","1002a890","undefined TGUITextComponent(TGUITextComponent * this)","28"
"GetComponentInfo","1002a8b0","TGUIComponentInfo * GetComponentInfo(TGUITextComponent * this)","6"
"DeinitialiseStatic","1002a8c0","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","1002a8d0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1002a8f0","TObject * CreateObject(void)","29"
"GetClass","1002a910","TClass * GetClass(TGUITextComponent * this)","6"
"GetElements","1002aa20","TGUIElement * GetElements(TGUITextComponent * this)","6"
"InitialiseStatic","1002aab0","void InitialiseStatic(void)","382"
"GetPreferredSize","1002ac30","bool GetPreferredSize(TGUIVerticalTripletComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, short param_4\, short param_5)","95"
"TGUIVerticalTripletComponent","1002ac90","undefined TGUIVerticalTripletComponent(TGUIVerticalTripletComponent * this\, TGUIVerticalTripletComponent * param_1)","93"
"Paint","1002acf0","void Paint(TGUIVerticalTripletComponent * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3\, TGUIComponentCache * param_4)","256"
"CalculateDimensions","1002adf0","void CalculateDimensions(TGUIVerticalTripletComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, int * param_4\, int * param_5)","147"
"Clone","1002af10","TGUIVerticalTripletComponent * Clone(TGUIVerticalTripletComponent * this)","41"
"~TGUIVerticalTripletComponent","1002af40","void ~TGUIVerticalTripletComponent(TGUIVerticalTripletComponent * this)","58"
"TGUIVerticalTripletComponent","1002af80","undefined TGUIVerticalTripletComponent(TGUIVerticalTripletComponent * this)","51"
"GetComponentInfo","1002afc0","TGUIComponentInfo * GetComponentInfo(TGUIVerticalTripletComponent * this)","6"
"DeinitialiseStatic","1002afd0","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","1002afe0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1002b000","TObject * CreateObject(void)","32"
"GetClass","1002b020","TClass * GetClass(TGUIVerticalTripletComponent * this)","6"
"GetElements","1002b030","TGUIElement * GetElements(TGUIVerticalTripletComponent * this)","6"
"TGUIDialogBlock","1002b0c0","undefined TGUIDialogBlock(TGUIDialogBlock * this\, TGUIInterface * param_1)","225"
"Load","1002b1b0","bool Load(TGUIDialogBlock * this\, PPropertyReader * param_1)","270"
"Save","1002b2c0","bool Save(TGUIDialogBlock * this\, PPropertyWriter * param_1)","318"
"~TGUIDialogBlock","1002b4a0","void ~TGUIDialogBlock(TGUIDialogBlock * this)","13"
"DeinitialiseStatic","1002b4b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002b4c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002b4d0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002b4e0","TObject * CreateObject(void)","3"
"GetClass","1002b4f0","TClass * GetClass(TGUIDialogBlock * this)","6"
"TGUIFontBlock","1002b580","undefined TGUIFontBlock(TGUIFontBlock * this\, TGUIInterface * param_1)","90"
"Load","1002b5e0","bool Load(TGUIFontBlock * this\, PPropertyReader * param_1)","398"
"Save","1002b770","bool Save(TGUIFontBlock * this\, PPropertyWriter * param_1)","172"
"~TGUIFontBlock","1002b880","void ~TGUIFontBlock(TGUIFontBlock * this)","13"
"DeinitialiseStatic","1002b890","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002b8a0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002b8b0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002b8c0","TObject * CreateObject(void)","3"
"GetClass","1002b8d0","TClass * GetClass(TGUIFontBlock * this)","6"
"TGUIStringBlock","1002b990","undefined TGUIStringBlock(TGUIStringBlock * this\, TGUIInterface * param_1)","90"
"Load","1002b9f0","bool Load(TGUIStringBlock * this\, PPropertyReader * param_1)","349"
"Save","1002bb50","bool Save(TGUIStringBlock * this\, PPropertyWriter * param_1)","324"
"~TGUIStringBlock","1002bd10","void ~TGUIStringBlock(TGUIStringBlock * this)","13"
"DeinitialiseStatic","1002bd20","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002bd30","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002bd40","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002bd50","TObject * CreateObject(void)","3"
"GetClass","1002bd60","TClass * GetClass(TGUIStringBlock * this)","6"
"TGUIStyleBlock","1002bdf0","undefined TGUIStyleBlock(TGUIStyleBlock * this\, TGUIInterface * param_1)","90"
"Load","1002be50","bool Load(TGUIStyleBlock * this\, PPropertyReader * param_1)","306"
"Save","1002bf90","bool Save(TGUIStyleBlock * this\, PPropertyWriter * param_1)","172"
"~TGUIStyleBlock","1002c0a0","void ~TGUIStyleBlock(TGUIStyleBlock * this)","13"
"DeinitialiseStatic","1002c0b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002c0c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002c0d0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002c0e0","TObject * CreateObject(void)","3"
"GetClass","1002c0f0","TClass * GetClass(TGUIStyleBlock * this)","6"
"TGUITextureAnimationBlock","1002c1b0","undefined TGUITextureAnimationBlock(TGUITextureAnimationBlock * this\, TGUIInterface * param_1)","90"
"Load","1002c210","bool Load(TGUITextureAnimationBlock * this\, PPropertyReader * param_1)","4157"
"Save","1002d2f0","bool Save(TGUITextureAnimationBlock * this\, PPropertyWriter * param_1)","994"
"~TGUITextureAnimationBlock","1002d750","void ~TGUITextureAnimationBlock(TGUITextureAnimationBlock * this)","13"
"DeinitialiseStatic","1002d760","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002d770","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002d780","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002d790","TObject * CreateObject(void)","3"
"GetClass","1002d7a0","TClass * GetClass(TGUITextureAnimationBlock * this)","6"
"FUN_1002d7b0","1002d7b0","undefined FUN_1002d7b0(int * param_1)","57"
"TGUITextureBlock","1002d870","undefined TGUITextureBlock(TGUITextureBlock * this\, TGUIInterface * param_1)","364"
"Load","1002d9e0","bool Load(TGUITextureBlock * this\, PPropertyReader * param_1)","33"
"Save","1002daf0","bool Save(TGUITextureBlock * this\, PPropertyWriter * param_1)","26"
"~TGUITextureBlock","1002db10","void ~TGUITextureBlock(TGUITextureBlock * this)","13"
"DeinitialiseStatic","1002db20","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002db30","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002db40","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002db50","TObject * CreateObject(void)","3"
"GetClass","1002db60","TClass * GetClass(TGUITextureBlock * this)","6"
"TGUITextureSectionBlock","1002dbf0","undefined TGUITextureSectionBlock(TGUITextureSectionBlock * this\, TGUIInterface * param_1)","90"
"Load","1002dc50","bool Load(TGUITextureSectionBlock * this\, PPropertyReader * param_1)","2688"
"Save","1002e770","bool Save(TGUITextureSectionBlock * this\, PPropertyWriter * param_1)","404"
"~TGUITextureSectionBlock","1002e970","void ~TGUITextureSectionBlock(TGUITextureSectionBlock * this)","13"
"DeinitialiseStatic","1002e980","void DeinitialiseStatic(void)","1"
"InitialiseStatic","1002e990","void InitialiseStatic(void)","1"
"CreateObjectInPlace","1002e9a0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","1002e9b0","TObject * CreateObject(void)","3"
"GetClass","1002e9c0","TClass * GetClass(TGUITextureSectionBlock * this)","6"
"fmod","1002ed90","thunk double fmod(double _X\, double _Y)","6"
"FUN_1002ed96","1002ed96","undefined FUN_1002ed96(_onexit_t param_1)","44"
"FUN_1002edc2","1002edc2","int FUN_1002edc2(_onexit_t param_1)","18"
"FUN_1002edec","1002edec","undefined4 FUN_1002edec(undefined4 param_1\, int param_2)","171"
"entry","1002ee97","int entry(HMODULE param_1\, int param_2\, undefined4 param_3)","157"
"__dllonexit","1002ef34","thunk undefined __dllonexit()","6"
"_initterm","1002ef40","thunk undefined _initterm()","6"
"FUN_1002ef4c","1002ef4c","undefined4 FUN_1002ef4c(HMODULE param_1\, int param_2)","32"
