"Name","Location","FunctionSignature","FunctionSize"
"CanRampage","00468110","bool CanRampage(AActiveUnit * this)","19"
"IsEnraged","00468130","bool IsEnraged(AActiveUnit * this)","3"
"CanBeSquashed","00468140","bool CanBeSquashed(AActiveUnit * this)","6"
"SetRadius","00468150","void SetRadius(AActiveUnit * this\, float param_1)","3"
"SetMass","00468160","void SetMass(AActiveUnit * this\, float param_1)","3"
"IsRampaging","00468170","bool IsRampaging(AActiveUnit * this)","22"
"GetFlock","00468190","AFlock * GetFlock(AActiveUnit * this)","7"
"GetTerritory","004681a0","AUnitTerritory * GetTerritory(AActiveUnit * this)","7"
"GetBehaviour","004681b0","AUnitBehaviour * GetBehaviour(AActiveUnit * this)","7"
"GetPerception","004681c0","APerception * GetPerception(AActiveUnit * this)","7"
"GetTargetPosition","004681d0","TVector3 * GetTargetPosition(AActiveUnit * this)","9"
"GetVarName","004681e0","char * GetVarName(AActiveUnit * this\, unsigned_int param_1)","14"
"SetVar","004681f0","void SetVar(AActiveUnit * this\, unsigned_int param_1\, float param_2)","18"
"GetVar","00468210","float GetVar(AActiveUnit * this\, unsigned_int param_1)","14"
"SetKillCause","00468220","bool SetKillCause(AActiveUnit * this\, TCString * param_1)","5"
"SetKillCause","00468230","bool SetKillCause(AActiveUnit * this\, unsigned_int param_1)","5"
"CanMusterAngryAttack","00468240","bool CanMusterAngryAttack(AActiveUnit * this)","3"
"WantKilledEvent","00468250","bool WantKilledEvent(AActiveUnit * this)","3"
"GetNumTraits","00468260","int GetNumTraits(AActiveUnit * this)","6"
"StaticGetOrders","00468270","AUnitOrders * StaticGetOrders(void)","10"
"~AUnitTimers","00468280","void ~AUnitTimers(AUnitTimers * this)","47"
"AUnitTimers","004682b0","undefined AUnitTimers(AUnitTimers * this\, AUnitTimers * param_1)","66"
"~AUnitTimer","00468300","void ~AUnitTimer(AUnitTimer * this)","7"
"GetEnclosureAnalyser","00468310","AEnclosureAnalyser * GetEnclosureAnalyser(AVisBalloonComponent * this)","9"
"GetBalloonSteer","00468320","ABalloonSteer * GetBalloonSteer(AVisBalloonComponent * this)","13"
"AttachRescuedVisitorToRide","00468330","void AttachRescuedVisitorToRide(AVisBalloonComponent * this\, AVisibleUnit * param_1)","3"
"GetRideUnit","00468340","TManagedPtr<class_AUnitProxy> * GetRideUnit(AVisBalloonComponent * this)","9"
"HasPostCreatedGameState","00468350","bool HasPostCreatedGameState(AVisBalloonComponent * this)","6"
"GetAccessorTable","00468360","AAccessorTable * GetAccessorTable(AVisBalloonComponent * this)","6"
"Create","00468370","bool Create(AEnclosureAnalyser * this)","3"
"SetFlag","00468380","void SetFlag(AEnclosureAnalyser * this\, Flags param_1\, bool param_2)","27"
"GetFlag","004683a0","bool GetFlag(AEnclosureAnalyser * this\, Flags param_1)","20"
"GetPerceivedDinosaurs","004683c0","unsigned_int GetPerceivedDinosaurs(AEnclosureAnalyser * this)","13"
"GetCurrentQualities","004683d0","AHQualities * GetCurrentQualities(AEnclosureAnalyser * this)","6"
"GetPerceptionRadius","004683e0","float GetPerceptionRadius(AEnclosureAnalyser * this)","4"
"SetPerceptionRadius","004683f0","void SetPerceptionRadius(AEnclosureAnalyser * this\, float param_1)","10"
"SetOnlyDetectActiveDinos","00468400","void SetOnlyDetectActiveDinos(AEnclosureAnalyser * this\, bool param_1)","20"
"GetSpecialisedQuality","00468420","int GetSpecialisedQuality(AHQualities * this)","4"
"SetVisibleDinosaurs","00468430","void SetVisibleDinosaurs(AHQualities * this\, unsigned_int param_1)","10"
"~AHQualities","00468440","void ~AHQualities(AHQualities * this)","16"
"Imp_SetPosition","00468450","bool Imp_SetPosition(ABalloonSteer * this\, TVector3 * param_1)","69"
"GetSwayModifier","004684a0","float GetSwayModifier(ABalloonSteer * this)","7"
"GetSteerState","004684b0","State * GetSteerState(AHelicopterSteer * this)","9"
"IsAvoidanceSteer","004684c0","bool IsAvoidanceSteer(AHelicopterSteer * this)","3"
"GetSwayModifier","004684d0","float GetSwayModifier(AHelicopterSteer * this)","7"
"GetTargetedUnit","004684e0","AUnit * GetTargetedUnit(AHelicopterSteer * this)","10"
"Command_RotateWorld","004684f0","void Command_RotateWorld(AHelicopterSteer * this\, float param_1)","13"
"Command_ElevateWorld","00468500","void Command_ElevateWorld(AHelicopterSteer * this\, float param_1)","13"
"ArrivalComplete","00468510","bool ArrivalComplete(AAirSteer * this)","8"
"SetHardCollisions","00468520","void SetHardCollisions(AAirSteer * this\, bool param_1)","13"
"Imp_GetCollisionRadius","00468530","float Imp_GetCollisionRadius(AAirSteer * this)","7"
"GetMaxSpeed","00468540","float GetMaxSpeed(AAirSteer * this)","28"
"Imp_StopSteeringEffect","00468560","void Imp_StopSteeringEffect(AAirSteer * this)","1"
"Imp_StartSteeringEffect","00468570","void Imp_StartSteeringEffect(AAirSteer * this)","1"
"Imp_GetMaxLOD","00468580","int Imp_GetMaxLOD(AAirSteer * this)","3"
"Imp_ChangedLOD","00468590","void Imp_ChangedLOD(AAirSteer * this\, int param_1)","3"
"Imp_Draw","004685a0","void Imp_Draw(AAirSteer * this)","1"
"Imp_Command_SeekDrive","004685b0","bool Imp_Command_SeekDrive(AAirSteer * this\, unsigned_char param_1)","5"
"Imp_Command_SeekActionPoint","004685c0","bool Imp_Command_SeekActionPoint(AAirSteer * this\, AUnit * param_1\, AActionPoint * param_2\, bool param_3)","5"
"Imp_Command_MaintainDistance","004685d0","bool Imp_Command_MaintainDistance(AAirSteer * this\, AUnit * param_1\, float param_2)","5"
"Imp_Command_SetAvoidUnit","004685e0","bool Imp_Command_SetAvoidUnit(AAirSteer * this\, AUnit * param_1\, float param_2\, bool param_3)","5"
"Imp_Command_None","004685f0","bool Imp_Command_None(AAirSteer * this)","3"
"Imp_Command_StandStill","00468600","bool Imp_Command_StandStill(AAirSteer * this)","3"
"Imp_Command_SeekRandomly","00468610","bool Imp_Command_SeekRandomly(AAirSteer * this)","3"
"Imp_Command_WanderLines","00468620","bool Imp_Command_WanderLines(AAirSteer * this)","3"
"Imp_Command_WanderPathfindingSpecific","00468630","bool Imp_Command_WanderPathfindingSpecific(AAirSteer * this)","3"
"SetDesiredSpeed","00468640","void SetDesiredSpeed(AAirSteer * this\, float param_1)","3"
"GetSpeedFromModifier","00468650","float GetSpeedFromModifier(AAirSteer * this\, float param_1)","8"
"SetSeekOffset","00468660","bool SetSeekOffset(AAirSteer * this\, float param_1)","5"
"GetAngularVelocity","00468670","float GetAngularVelocity(AAirSteer * this)","7"
"GetSpeedRatio","00468680","float GetSpeedRatio(AAirSteer * this)","7"
"SeekConstant","00468690","bool SeekConstant(AAirSteer * this)","3"
"GetTraits","004686a0","ASteerTraits * GetTraits(AAirSteer * this)","9"
"SetSpeed","004686b0","void SetSpeed(AAirSteer * this\, float param_1)","3"
"GetSpeed","004686c0","float GetSpeed(AAirSteer * this)","10"
"GetMovementDir","004686d0","void GetMovementDir(AAirSteer * this\, TVector3 * param_1)","24"
"GetVelocity","004686f0","void GetVelocity(AAirSteer * this\, TVector3 * param_1)","24"
"SetFacingDir","00468710","void SetFacingDir(AAirSteer * this\, TVector3 * param_1)","24"
"SetPosition","00468730","void SetPosition(AAirSteer * this\, TVector3 * param_1)","24"
"GetFacingDir","00468750","void GetFacingDir(AAirSteer * this\, TVector3 * param_1)","24"
"GetPosition","00468770","void GetPosition(AAirSteer * this\, TVector3 * param_1)","24"
"GetMovementDir","00468790","TVector3 GetMovementDir(AAirSteer * this)","24"
"GetVelocity","004687b0","TVector3 GetVelocity(AAirSteer * this)","24"
"GetFacingDir","004687d0","TVector3 GetFacingDir(AAirSteer * this)","24"
"GetPosition","004687f0","TVector3 GetPosition(AAirSteer * this)","24"
"IsSerialiseable","00468810","bool IsSerialiseable(AUnitStaff * this)","6"
"GetCurrentServiceTarget","00468820","AServiceTarget * GetCurrentServiceTarget(AUnitStaff * this)","3"
"CmdRemoveUserControl","00468830","void CmdRemoveUserControl(AUnitStaff * this)","1"
"CmdRequestUserControl","00468840","bool CmdRequestUserControl(AUnitStaff * this)","3"
"UserHasControl","00468850","bool UserHasControl(AUnitStaff * this)","3"
"IsUserControlAllowed","00468860","bool IsUserControlAllowed(AUnitStaff * this)","3"
"AllowUserControl","00468870","void AllowUserControl(AUnitStaff * this\, bool param_1)","3"
"CmdCrashBalloon","00468880","bool CmdCrashBalloon(AUnitStaff * this)","3"
"StaticGetOrders","00468890","AUnitOrders * StaticGetOrders(void)","10"
"PostRideComplete","004688a0","bool PostRideComplete(AVisRideComponent * this)","6"
"PreRideComplete","004688b0","bool PreRideComplete(AVisRideComponent * this)","6"
"GetRideState","004688c0","int GetRideState(AVisRideComponent * this)","4"
"GetVisitorsInQueCount","004688d0","int GetVisitorsInQueCount(AVisRideComponent * this)","4"
"IsRideExitLocked","004688e0","bool IsRideExitLocked(AVisRideComponent * this)","5"
"IsRideEntryLocked","004688f0","bool IsRideEntryLocked(AVisRideComponent * this)","5"
"SetRideExitLocked","00468900","void SetRideExitLocked(AVisRideComponent * this\, bool param_1)","10"
"SetRideEntryLocked","00468910","void SetRideEntryLocked(AVisRideComponent * this\, bool param_1)","10"
"StaticGetAccessorTable","00468920","AAccessorTable * StaticGetAccessorTable(void)","6"
"GetMaxVisitorsOnRideCount","00468930","int GetMaxVisitorsOnRideCount(AVisRideComponent * this)","4"
"GetVisitorsStrandedCount","00468940","int GetVisitorsStrandedCount(AVisRideComponent * this)","4"
"GetTotalVisitorsInRideCount","00468950","int GetTotalVisitorsInRideCount(AVisRideComponent * this)","7"
"GetRescuedUnitCount","00468960","int GetRescuedUnitCount(AVisRideComponent * this)","4"
"GetVisitorsInRideCount","00468970","int GetVisitorsInRideCount(AVisRideComponent * this)","4"
"StartRideWithoutVisitors","00468980","bool StartRideWithoutVisitors(AVisRideComponent * this)","8"
"SetStartRideWithoutVisitors","00468990","void SetStartRideWithoutVisitors(AVisRideComponent * this\, bool param_1)","13"
"GetPrimaryVisitorDrive","004689a0","VisitorDrive GetPrimaryVisitorDrive(AVisRideComponent * this)","6"
"DenitialiseUnitSpecific","004689b0","void DenitialiseUnitSpecific(AUnitBuilding * this)","1"
"InitialiseUnitSpecific","004689c0","void InitialiseUnitSpecific(AUnitBuilding * this)","1"
"IsBuildingOnFence","004689d0","bool IsBuildingOnFence(AUnitBuilding * this)","8"
"StaticGetAccessorTable","004689e0","AAccessorTable * StaticGetAccessorTable(void)","6"
"GetAccessorTable","004689f0","AAccessorTable * GetAccessorTable(AUnitBuilding * this)","6"
"GetBuildingParticles","00468a00","TNodeList<class_ABuildingParticlesNode> * GetBuildingParticles(AUnitBuilding * this)","9"
"GetRestPoint","00468a10","TVector2 GetRestPoint(AUnitBuilding * this)","24"
"GetTreeList","00468a30","TQList<class_ATreeManager::ATreeNode> * GetTreeList(AUnitBuilding * this)","9"
"GetBuildingType","00468a40","BuildingType GetBuildingType(AUnitBuilding * this)","7"
"GetUIFootPrintY","00468a50","int GetUIFootPrintY(AUnitBuilding * this)","7"
"GetUIFootPrintX","00468a60","int GetUIFootPrintX(AUnitBuilding * this)","7"
"GetHalfFootPrint","00468a70","TVector2 * GetHalfFootPrint(AUnitBuilding * this)","9"
"GetCommonBuildingComponent","00468a80","ACommonBuildingComponent * GetCommonBuildingComponent(AUnitBuilding * this)","10"
"UnAssignStaff","00468a90","void UnAssignStaff(AUnitBuilding * this\, AUnitStaff * param_1)","3"
"AssignStaff","00468aa0","void AssignStaff(AUnitBuilding * this\, AUnitStaff * param_1)","3"
"SatisfiedDrive","00468ab0","void SatisfiedDrive(AUnitBuilding * this\, unsigned_char * param_1)","3"
"RespondToDrive","00468ac0","float RespondToDrive(AUnitBuilding * this\, AUnit * param_1\, unsigned_char * param_2)","9"
"GetMaxBuildings","00468ad0","int GetMaxBuildings(AUnitBuilding * this)","7"
"GetTemptation","00468ae0","AVisitorTemptation * GetTemptation(AUnitBuilding * this)","6"
"IsSerialiseable","00468af0","bool IsSerialiseable(AUnitBuilding * this)","6"
"DeserialiseSteeringObject","00468b00","void DeserialiseSteeringObject(AUnitBuilding * this\, ASaveData * param_1)","3"
"SerialiseSteeringObject","00468b10","void SerialiseSteeringObject(AUnitBuilding * this\, ASaveData * param_1)","3"
"QuickRotateQuatAroundPOSZPackedAngle","00468b20","void QuickRotateQuatAroundPOSZPackedAngle(ATreeManager * this\, TQuaternion * param_1\, signed_char param_2)","42"
"QuickRotateQuatAroundPOSZ","00468b50","void QuickRotateQuatAroundPOSZ(ATreeManager * this\, TQuaternion * param_1\, float param_2)","94"
"GetLightingNode","00468bb0","TLightingNode * GetLightingNode(void)","6"
"ATreeDistribution","00468bc0","undefined ATreeDistribution(ATreeDistribution * this\, ATreeDistribution * param_1)","193"
"GetMeshName","00468c90","TCString * GetMeshName(AParticleSystem * this\, MESH param_1)","14"
"GetNumClipPlanes","00468ca0","unsigned_int GetNumClipPlanes(AParticleSystem * this)","7"
"GetCurClipPlanes","00468cb0","TPlane * GetCurClipPlanes(AParticleSystem * this)","9"
"GetUpVertOffset","00468cc0","TVector3 * GetUpVertOffset(AParticleSystem * this)","9"
"GetRightVertOffset","00468cd0","TVector3 * GetRightVertOffset(AParticleSystem * this)","9"
"GetBRVertOffset","00468ce0","TVector3 * GetBRVertOffset(AParticleSystem * this)","9"
"GetBLVertOffset","00468cf0","TVector3 * GetBLVertOffset(AParticleSystem * this)","9"
"GetTRVertOffset","00468d00","TVector3 * GetTRVertOffset(AParticleSystem * this)","9"
"GetTLVertOffset","00468d10","TVector3 * GetTLVertOffset(AParticleSystem * this)","9"
"GetAnimParticleLibrary","00468d20","AAnimParticleLibrary * GetAnimParticleLibrary(AParticleSystem * this)","7"
"GetEnumeratedModeCount","00468d30","int GetEnumeratedModeCount(AOptionLogic * this)","6"
"GetEnumeratedMode","00468d40","ASetupMode * GetEnumeratedMode(AOptionLogic * this\, unsigned_int param_1)","21"
"GetProperty","00468d60","PPropertyValue * GetProperty(AInputMap * this\, Property param_1)","11"
"SetProperty","00468d70","void SetProperty(AInputMap * this\, Property param_1\, PPropertyValue * param_2)","22"
"IsFlagSet","00468d90","bool IsFlagSet(AInputMap * this\, Flag param_1)","28"
"GetFlags","00468db0","unsigned_int GetFlags(AInputMap * this)","4"
"ClearFlag","00468dc0","void ClearFlag(AInputMap * this\, Flag param_1)","22"
"SetFlag","00468de0","void SetFlag(AInputMap * this\, Flag param_1)","19"
"GetInputMap","00468e00","AInputMap * GetInputMap(void)","6"
"GetBaseDigTime","00468e10","float GetBaseDigTime(AFossilHuntManager * this)","4"
"GetBaseCRPLevel","00468e20","int GetBaseCRPLevel(AFossilHuntManager * this)","4"
"GetMaxDinos","00468e30","int GetMaxDinos(AFossilHuntManager * this)","4"
"SetAllocatedTeams","00468e40","void SetAllocatedTeams(AFossilHuntManager * this\, int param_1)","10"
"SetMaxTeams","00468e50","void SetMaxTeams(AFossilHuntManager * this\, int param_1)","10"
"GetAllocatedTeams","00468e60","int GetAllocatedTeams(AFossilHuntManager * this)","4"
"GetMaxTeams","00468e70","int GetMaxTeams(AFossilHuntManager * this)","4"
"GetHuntGroundList","00468e80","TNodeList<class_AFossilHuntRegion> * GetHuntGroundList(AFossilHuntManager * this)","6"
"GetMaxUnlocked","00468e90","int GetMaxUnlocked(AFossilHuntGroundSet * this)","4"
"GetNumUnlocked","00468ea0","int GetNumUnlocked(AFossilHuntGroundSet * this)","4"
"GetStatus","00468eb0","Status GetStatus(AFossilHuntGroundSet * this)","4"
"GetHuntingGrounds","00468ec0","TArray<class_AFossilHuntGround*> * GetHuntingGrounds(AFossilHuntGroundSet * this)","6"
"GetName","00468ed0","TPCString GetName(AFossilHuntGroundSet * this)","30"
"IsLinkedToGroundSet","00468ef0","bool IsLinkedToGroundSet(AFossilHuntGround * this)","5"
"GetUnlockCost","00468f00","int GetUnlockCost(AFossilHuntGround * this)","4"
"IsUnlocked","00468f10","bool IsUnlocked(AFossilHuntGround * this)","5"
"IsEnabled","00468f20","bool IsEnabled(AFossilHuntGround * this)","5"
"GetDigSites","00468f30","TNodeList<class_AFossilHuntRegion> * GetDigSites(AFossilHuntGround * this)","6"
"GetOptionalDinos","00468f40","TArray<int> * GetOptionalDinos(AFossilHuntGround * this)","6"
"GetChosenDinos","00468f50","TArray<int> * GetChosenDinos(AFossilHuntGround * this)","6"
"GetDescription","00468f60","TLString GetDescription(AFossilHuntGround * this)","30"
"GetPosition","00468f80","TVector2 * GetPosition(AFossilHuntGround * this)","6"
"GetLocation","00468f90","Location GetLocation(AFossilHuntGround * this)","4"
"GetPeriod","00468fa0","Period GetPeriod(AFossilHuntGround * this)","4"
"GetName","00468fb0","TPCString GetName(AFossilHuntGround * this)","30"
"GetBackground","00468fd0","TGUITextureSection * GetBackground(AFossilHuntGround * this)","4"
"IsDiggingEnabled","00468fe0","bool IsDiggingEnabled(AFossilHuntDigSite * this)","5"
"HaveDug","00468ff0","bool HaveDug(AFossilHuntDigSite * this)","5"
"GetLocationType","00469000","LocationType GetLocationType(AFossilHuntDigSite * this)","4"
"GetCompletionTime","00469010","float GetCompletionTime(AFossilHuntDigSite * this)","4"
"GetAllocatedTeams","00469020","int GetAllocatedTeams(AFossilHuntDigSite * this)","4"
"GetMaxTeams","00469030","int GetMaxTeams(AFossilHuntDigSite * this)","4"
"GetHuntGround","00469040","AFossilHuntGround * GetHuntGround(AFossilHuntDigSite * this)","4"
"GetContentRatings","00469050","int * GetContentRatings(AFossilHuntDigSite * this)","4"
"GetName","00469060","TPCString GetName(AFossilHuntDigSite * this)","30"
"GetDigTexture","00469080","TGUITextureSection * GetDigTexture(AFossilHuntDigSite * this)","4"
"GetPosition","00469090","TVector2 * GetPosition(AFossilHuntRegion * this)","6"
"GetTitle","004690a0","TLString GetTitle(AFossilHuntRegion * this)","30"
"GetName","004690c0","TPCString GetName(AFossilHuntRegion * this)","30"
"GetSequencingCompletedEmitter","004690e0","TEmitter<class_ADNAManager\,struct_ADNAManager::SequencingCompletedEvent> * GetSequencingCompletedEmitter(ADNAManager * this)","6"
